age,saving,net_worth,tenure,duration,freq,goal,inv_type,risk_score,roi,true_segment
57,16760.276982571486,1310664.4833905713,11,43,5,retirement,ppf,20.9,8.54,0
49,16041.914039737763,634442.556232266,10,59,7,retirement,fd,19.2,8.16,0
29,47630.56772881698,433685.8148477535,5,18,17,vacation,etf,33.3,12.36,2
54,17295.900396142184,952397.3980737631,5,54,1,retirement,ppf,14.2,7.81,0
45,21252.031093117475,388591.76662941166,6,41,7,education,mutual,20.5,10.73,1
46,42207.77671551526,1734321.1097950423,15,111,10,wealth,nps,20.0,9.0,3
27,49597.36864732496,215467.68885758074,2,20,12,education,crypto,26.7,15.54,2
29,13782.11705896122,111512.69056251005,2,20,18,wealth,crypto,30.0,16.3,2
40,7627.428761916421,281743.0422396211,5,26,11,education,mutual,23.6,11.28,1
48,53195.984275009076,1550941.126029647,15,79,7,wealth,mutual,21.5,10.78,3
49,68357.79948565137,2163172.702860567,15,75,5,wealth,real_estate,21.7,9.59,3
35,32113.435889247892,1246729.2458831763,3,81,5,retirement,stocks,12.4,11.12,3
21,39342.97124876632,50000.0,1,15,19,education,crypto,32.5,16.52,2
27,23802.5709357663,222282.18553889584,4,30,16,wealth,stocks,27.3,12.96,2
26,59162.6515357844,185403.32739476132,1,18,16,wealth,crypto,32.6,16.23,2
43,38741.019520164096,731023.2955775538,8,73,6,wealth,mutual,17.6,10.48,3
56,12385.699864233658,756773.7332835153,12,52,3,retirement,ppf,16.7,8.14,0
33,18251.005889793305,854306.467611112,8,34,5,retirement,fd,14.8,7.74,0
28,20475.389057008077,454484.279330722,4,33,5,wealth,gold,13.7,8.18,1
39,14009.321400810719,50000.0,4,48,13,wealth,mutual,24.3,11.52,1
31,32611.249354881562,79966.58969001444,0,24,11,wealth,crypto,24.2,15.31,2
46,47515.37302289342,712916.285913889,9,105,10,retirement,nps,21.2,9.06,3
61,23761.352217118114,770498.111961575,12,63,1,retirement,ppf,16.2,7.91,0
25,32679.908603844528,105868.9995883891,3,14,14,wealth,crypto,27.0,15.75,2
21,29366.293708258843,511204.41936845816,5,12,10,education,mutual,20.8,11.04,1
57,12703.195502298779,1109085.0362095525,8,49,1,retirement,fd,15.0,7.35,0
41,45367.19504777866,458761.74231817876,10,102,4,wealth,mutual,12.6,10.03,3
41,23999.1519425493,1469827.3871725353,12,53,4,wealth,mutual,14.8,10.14,3
41,17283.76609576892,914347.5154648334,17,64,3,retirement,bonds,11.7,8.38,0
39,21761.963322782423,1216783.824034503,0,102,8,retirement,nps,13.8,8.49,3
58,16688.01331037601,634908.453846374,7,33,2,retirement,fd,18.6,7.63,0
32,27475.41662362711,50000.0,3,6,22,education,etf,38.8,13.14,2
45,32561.692276891867,568767.9019283474,5,15,10,education,etf,28.1,11.4,1
37,20434.876558399097,594724.4498855694,4,62,9,education,mutual,18.3,10.82,1
35,6449.158036716872,892946.2130681083,7,47,2,wealth,ppf,9.0,7.65,0
69,9372.554763508117,948704.5663917814,7,39,3,retirement,ppf,21.6,8.38,0
34,49614.88296144403,703088.9616704495,6,39,2,retirement,etf,14.9,9.94,1
22,31613.112896921255,316669.6446316572,3,10,11,education,stocks,22.8,12.24,2
36,37876.16532620778,485668.410132145,1,22,11,education,mutual,26.5,11.42,1
52,7962.441526410894,573810.6233399971,12,43,1,retirement,ppf,13.5,7.78,0
42,25284.52859226395,544827.3118628995,4,26,1,wealth,mutual,14.4,9.82,1
36,31052.51739930512,607431.7797316486,7,33,5,education,mutual,17.4,10.37,1
29,5000.0,230591.57862739926,3,25,11,vacation,stocks,20.0,12.1,2
42,15496.661527146129,703895.8075417039,4,72,3,retirement,ppf,10.9,7.84,0
57,11499.395925304134,548237.0997982981,8,59,3,wealth,fd,16.2,7.61,0
19,43697.95248182998,142895.80643073612,2,31,17,wealth,stocks,28.5,13.12,2
34,20403.90362777311,400630.1139326666,3,69,3,retirement,fd,9.5,7.28,0
31,47388.67277751676,169260.12886375881,4,22,9,wealth,stocks,23.8,12.09,2
58,22827.620146171703,733623.9129242684,11,82,7,wealth,fd,20.5,8.23,0
24,19250.3923586174,178462.76169317984,3,3,15,wealth,etf,27.3,11.86,2
28,31381.684450767832,411292.9240168879,1,15,14,education,stocks,27.6,12.78,2
33,27881.313471566136,983634.7110120185,4,12,13,wealth,gold,27.8,9.69,1
64,6692.399688655201,299424.7778367232,2,40,2,retirement,ppf,18.4,8.12,0
36,32388.06892837895,245759.94009014187,1,27,8,education,etf,21.7,10.88,1
35,25542.7081113355,421433.98305191926,7,42,8,wealth,etf,19.1,10.76,1
43,18180.905871407173,416554.5807570852,7,46,13,wealth,gold,26.2,9.61,1
47,14811.826487875758,711515.0965123917,6,50,4,wealth,ppf,15.8,8.19,0
29,13438.357884702196,337466.31085352856,0,17,7,education,mutual,17.1,10.56,1
59,22897.860728653563,518199.3818543737,4,38,6,retirement,ppf,24.0,8.8,0
33,28845.95663814387,624372.3009588504,7,10,15,education,mutual,30.5,12.02,1
28,52042.219265383384,204916.0456333672,1,13,12,wealth,crypto,28.0,15.6,2
48,21322.745821816025,216404.7790778528,1,48,7,education,gold,20.7,8.74,1
30,46942.01198190327,323385.93818007206,3,25,10,wealth,crypto,24.4,15.22,2
29,40202.749522302554,66084.0039085774,3,16,14,education,stocks,28.9,12.84,2
51,18374.097460833018,800913.8060460243,2,68,1,wealth,fd,12.0,7.2,0
38,27752.43137250773,282109.52001225634,4,28,15,wealth,mutual,30.1,12.0,1
39,14728.525667410939,367984.7352217117,10,43,1,retirement,ppf,10.4,7.62,0
31,39743.68703179197,129839.1974212127,2,8,10,wealth,stocks,25.5,12.28,2
54,16014.615104256498,795407.0452481013,7,39,2,retirement,ppf,16.7,8.04,0
45,26353.46428902198,1423024.3950682522,8,14,6,wealth,ppf,22.6,8.73,0
52,16855.729366856543,1242962.1049177689,10,53,6,retirement,ppf,19.6,8.58,0
45,14799.210246778282,441235.0813894447,7,73,1,retirement,fd,9.2,7.06,0
44,15296.092170072441,1102945.1268027902,7,47,5,retirement,fd,16.4,7.82,0
40,36855.68614749229,650508.1462058461,7,30,12,wealth,etf,28.0,11.6,1
26,16459.323111122776,50000.0,3,12,14,wealth,crypto,25.5,15.68,2
32,18784.51516761879,53309.174667104206,1,17,11,wealth,crypto,23.4,15.27,2
31,41845.83303295629,70521.5431749758,3,25,11,wealth,stocks,25.2,12.36,2
19,22947.946084473122,50000.0,4,26,9,wealth,stocks,16.8,11.74,2
44,40144.758689382186,767551.9437857887,9,62,7,retirement,real_estate,20.4,9.72,3
36,26166.691761723072,438519.383746261,7,35,4,retirement,etf,15.4,10.17,1
40,54714.08973850605,1400569.1306321148,10,14,7,wealth,real_estate,25.8,9.99,3
71,21357.775474970793,468923.2048352687,6,60,3,wealth,ppf,21.6,8.38,0
30,29347.126622974476,900180.0995868563,2,43,8,wealth,mutual,18.0,10.7,1
45,40140.28723949134,1465542.5654879748,12,92,7,retirement,nps,17.7,8.59,3
45,35806.818645592044,468365.0427909933,6,30,5,retirement,etf,21.0,10.55,1
24,39839.59525000189,317473.3484019762,2,18,13,wealth,crypto,26.0,15.6,2
43,36640.780355781695,887446.2896531736,8,82,7,wealth,stocks,17.7,11.58,3
32,27096.534472693806,50000.0,4,36,2,retirement,mutual,11.8,9.79,1
38,16445.843219539092,50000.0,11,50,2,wealth,bonds,10.9,8.25,0
27,31117.820638586512,50000.0,3,12,13,wealth,stocks,26.4,12.62,2
43,48475.090262925914,1870665.03477484,21,55,3,retirement,nps,17.1,8.16,3
20,32861.465142159526,153513.75216719997,5,80,8,wealth,etf,11.7,10.38,1
35,47032.77004187693,1000649.1087584053,14,66,6,retirement,real_estate,17.0,9.45,3
24,23012.763485052907,142612.42359163496,3,25,19,wealth,crypto,30.4,16.42,2
40,25010.60550987526,257283.06601856483,4,31,7,wealth,mutual,20.4,10.72,1
23,46760.05083360673,309075.6889300924,1,3,11,wealth,crypto,25.6,15.38,2
56,15130.455251054169,495572.98079213995,11,28,5,retirement,bonds,21.9,9.09,0
32,39807.69966007804,285683.6315354359,4,18,6,wealth,stocks,20.0,11.6,2
40,13885.610158312078,109814.42177775514,5,3,10,wealth,etf,25.4,11.27,1
25,29287.249306665595,267005.54162137164,3,22,7,wealth,crypto,17.4,14.57,2
56,22234.889421768665,1217062.264705194,12,64,7,retirement,fd,21.6,8.28,0
50,12489.728878236943,884773.9851464899,3,52,6,wealth,fd,18.6,8.03,0
51,66442.79487788989,1657477.6665051118,12,68,6,retirement,nps,24.0,8.8,3
32,14065.605336727353,135435.8451798926,1,26,19,vacation,stocks,31.6,13.48,2
54,21278.780627867603,1125768.6697494735,3,70,5,retirement,fd,17.9,7.9,0
40,12224.002366534009,892222.0093427303,4,71,5,retirement,ppf,12.4,8.12,0
33,28284.400682620933,549322.2729204315,4,18,6,education,mutual,18.8,10.54,1
50,14115.263862529753,748116.1820229731,4,56,2,retirement,ppf,13.6,7.88,0
32,35141.21208950379,156683.83917285808,3,30,8,retirement,etf,20.6,10.83,1
21,24709.355135661266,449883.53753700835,7,32,8,wealth,etf,15.8,10.59,1
43,9354.741143913854,1217600.6859033797,7,52,3,retirement,ppf,12.5,7.92,0
24,33426.66393583421,50000.0,4,21,1,wealth,crypto,10.5,13.62,2
29,24443.741710061844,416216.50858016475,8,36,5,wealth,gold,14.2,8.21,1
32,36255.47796713401,374193.17697404325,4,55,2,retirement,etf,11.0,9.75,1
25,14417.840351558953,216164.00831788144,2,24,9,education,etf,17.7,10.78,2
22,18548.984567055602,279611.1116129646,6,19,10,wealth,etf,19.0,10.95,1
26,29240.382246215282,195677.5097617065,2,20,16,vacation,crypto,28.7,16.04,2
27,27276.501313463814,746890.9369036527,9,120,7,retirement,stocks,7.9,11.1,3
33,31051.90683452879,294693.6625807914,4,46,15,wealth,etf,27.2,11.86,1
29,16761.50521166524,394747.8413460296,6,33,9,wealth,etf,18.3,10.82,1
57,14802.224230716725,1075722.9448963306,7,68,5,retirement,ppf,18.2,8.41,0
36,34452.54173135317,595208.1438711893,5,27,10,education,etf,24.4,11.22,1
50,21645.762650662156,432710.5291131903,8,74,2,retirement,fd,12.7,7.34,0
33,38542.69710014291,226340.53247065554,0,27,16,wealth,crypto,31.2,16.16,2
31,23280.556209637325,50000.0,1,27,7,wealth,crypto,17.9,14.6,2
51,16118.939758194492,1111971.406218823,7,33,2,retirement,ppf,16.4,8.02,0
41,18630.905574508037,156620.6579319666,3,32,8,retirement,etf,21.0,10.85,1
28,41196.76001343894,233790.458302257,3,22,12,education,etf,25.7,11.48,2
53,24383.979062790328,488028.22186234075,5,92,3,retirement,fd,13.3,7.46,0
42,10051.975898707096,890790.63957171,6,36,6,retirement,fd,17.5,7.98,0
39,26808.890776877925,381849.1074502703,13,98,4,wealth,real_estate,10.1,8.91,3
28,26684.806714381135,296448.51055555604,6,30,8,wealth,gold,18.3,8.72,1
41,12146.26853125262,50000.0,5,65,2,wealth,ppf,9.7,7.68,0
49,56280.695754282446,460663.20184485137,12,92,6,retirement,mutual,19.7,10.58,3
32,20228.708736248962,461978.9558761269,8,32,4,wealth,mutual,13.7,10.09,1
24,17057.071991315635,358266.3257559068,4,54,7,education,mutual,12.3,10.32,1
43,32656.985925030334,1850088.2634065696,13,111,5,wealth,stocks,11.9,11.1,3
75,23482.28184145019,1324873.0229560817,5,59,7,retirement,ppf,27.9,9.09,0
30,24198.077265516047,289228.1560095867,4,29,18,education,stocks,30.7,13.34,2
51,13321.076503549359,710730.9489920024,8,63,7,retirement,fd,19.1,8.16,0
43,50533.758043623704,1792149.7155783628,15,120,6,emergency,nps,14.4,8.32,3
28,30595.104247781805,215507.29943181426,2,6,13,wealth,etf,27.2,11.66,2
53,56749.5635563307,706070.9631838796,18,120,6,wealth,real_estate,18.2,9.51,3
23,40054.96854429176,340071.5639112495,5,13,16,vacation,crypto,29.8,16.09,2
19,16547.50629763997,136014.31207541397,6,11,16,vacation,stocks,25.9,12.9,2
35,51528.0203543401,102819.1565530218,1,3,19,education,stocks,39.4,13.87,2
27,40415.519178214796,952751.0130925112,14,21,1,retirement,real_estate,12.3,8.72,3
37,35481.53526464717,585134.4419005443,3,14,9,retirement,mutual,24.9,11.14,1
37,59083.63248059337,135675.43774074013,17,21,4,wealth,nps,21.2,8.46,3
36,27232.67086676148,282716.9702222453,3,31,8,wealth,etf,20.7,10.84,1
34,16310.989606548721,50000.0,7,23,1,wealth,mutual,11.1,9.65,1
46,16352.284128899195,1195218.2196902977,4,27,4,retirement,fd,17.9,7.8,0
46,49369.254985353844,792204.114390425,5,59,3,retirement,mutual,17.7,10.18,3
27,41906.74310996438,427763.30459782697,0,4,2,wealth,crypto,15.3,13.96,2
62,16900.989255029817,1012432.6030065771,3,83,1,retirement,ppf,13.6,7.78,0
34,26010.513595865603,539264.5724160647,5,35,5,education,mutual,16.0,10.3,1
30,41881.369920264784,277523.78987366764,3,23,17,wealth,crypto,32.3,16.32,2
46,16038.438435815555,1547899.8552298371,8,79,2,wealth,fd,10.3,7.22,0
23,23194.748954301987,550174.5558802665,2,15,9,retirement,mutual,19.1,10.86,1
24,23576.656993564815,373163.9578646151,5,52,11,retirement,mutual,18.1,11.0,1
44,15509.308583121165,276557.5506704077,4,42,13,wealth,mutual,26.5,11.62,1
36,25782.50634474646,406805.9172693362,2,44,5,education,mutual,15.6,10.28,1
45,20470.95759235474,898628.7230910441,10,74,3,retirement,ppf,12.3,7.92,0
33,37570.027293581,140997.33127656908,3,17,12,education,stocks,27.3,12.57,2
66,13185.807197801705,945950.4931478605,6,93,1,retirement,ppf,13.3,7.76,0
37,28116.836192735904,130364.59091450198,8,48,9,education,mutual,20.6,10.93,1
35,24600.958766975058,349010.6059192821,3,42,7,wealth,gold,17.8,8.59,1
36,45392.077669741775,422177.27656568354,7,30,5,education,mutual,19.5,10.48,1
43,28722.39482496383,1099873.086593612,18,110,4,emergency,real_estate,10.3,8.91,3
29,21744.918043965,632451.9195011334,6,24,9,education,mutual,19.8,10.89,1
27,21644.521978731595,623709.9888510652,3,39,11,education,etf,20.1,11.1,1
27,31272.022234485983,473502.08210812043,9,34,5,education,mutual,14.6,10.23,1
56,20516.509410082606,1174322.62180212,7,65,1,wealth,bonds,14.1,8.3,0
48,39703.1972999633,1425661.4123717058,11,81,4,retirement,mutual,16.1,10.2,3
23,27630.277625033785,379276.61172671244,0,25,14,wealth,crypto,24.7,15.64,2
40,15990.423803839274,1094529.6460974782,4,85,4,retirement,ppf,10.3,7.92,0
34,19081.83068821626,807174.7070363585,5,21,5,wealth,etf,16.5,10.32,1
30,14279.423431008521,363339.85809476057,2,36,4,retirement,mutual,12.0,10.0,1
46,25154.752566494033,50620.86173088901,5,23,11,retirement,gold,27.8,9.49,1
32,28971.200941871528,348475.9028978012,3,30,9,wealth,mutual,21.0,10.95,1
28,23998.604572934688,546565.816364349,5,18,5,wealth,mutual,15.6,10.28,1
31,31459.325722332294,263040.2793584842,3,11,9,wealth,crypto,22.9,15.04,2
46,54245.914357955386,1408664.6508302197,11,85,6,retirement,mutual,19.3,10.56,3
38,12241.95233469334,864934.6611705637,2,26,5,wealth,mutual,16.3,10.32,1
53,13452.267803430048,932142.4213881197,13,46,6,retirement,fd,20.2,8.11,0
49,61630.11629933586,1518559.5202056137,13,101,6,retirement,stocks,19.5,11.58,3
31,35247.51661333382,219010.43341238674,6,52,5,wealth,mutual,14.5,10.22,1
55,13461.108825234996,1198458.2425547175,13,76,2,retirement,fd,13.0,7.35,0
52,13650.625323533144,823590.5570948272,9,73,2,retirement,fd,12.4,7.32,0
45,26819.96700585643,257707.56118325904,5,9,10,wealth,mutual,28.0,11.4,1
27,42841.74778342089,373487.247739136,1,20,12,wealth,crypto,25.9,15.5,2
64,15069.64645956473,593554.8964466829,8,52,1,retirement,ppf,17.1,7.96,0
50,15970.449964491538,952350.7268868871,6,33,6,retirement,fd,20.9,8.14,0
39,47390.89796664333,2539814.3469500015,12,86,7,wealth,real_estate,17.4,9.57,3
52,5000.0,925859.7331721083,10,89,2,retirement,fd,9.7,7.18,0
45,47853.164390142636,346328.5231752001,8,106,5,retirement,real_estate,14.9,9.25,3
34,16955.188994484273,427470.4958814072,6,68,8,retirement,mutual,15.1,10.56,1
28,30306.12353296589,209555.35396486564,1,16,21,wealth,stocks,35.8,13.89,2
39,34788.503301314595,1280756.7496192036,17,81,7,wealth,mutual,16.3,10.52,3
22,43336.02948942302,77091.9754251814,5,17,22,wealth,stocks,36.7,14.04,2
42,11540.459650593777,975909.205626528,7,55,1,wealth,bonds,9.7,8.09,0
30,26785.224437981575,61545.83367133426,3,21,6,education,etf,17.4,10.47,1
47,19678.391965737304,503422.66785472474,10,100,4,wealth,fd,11.4,7.47,0
42,19102.41090598682,937991.642881735,9,23,4,retirement,fd,17.5,7.78,0
37,31800.634659340427,406279.1731065553,6,37,11,education,gold,24.6,9.33,1
31,31606.88806844758,200982.2986706809,3,28,14,vacation,etf,27.3,11.76,2
42,51005.52434193841,1029347.7426699704,12,97,7,wealth,real_estate,17.7,9.59,3
30,36785.705140155085,162551.6692671621,2,6,11,wealth,crypto,26.2,15.41,2
42,45121.00139116704,890505.5985761588,9,120,9,retirement,real_estate,17.0,9.75,3
22,35602.2087234963,545703.7287029072,2,57,5,education,etf,11.4,10.07,1
33,32642.153897657645,248205.86021933105,8,17,1,education,mutual,13.5,9.77,1
40,33454.393511432165,993234.3705953349,8,52,5,wealth,mutual,17.0,10.35,3
25,15043.659999322217,325326.3149993831,5,41,10,wealth,gold,17.3,8.86,1
18,40476.271677592355,270502.0491869992,0,36,21,wealth,crypto,32.1,16.7,2
50,31982.594808045076,503620.34040599514,7,15,3,retirement,gold,21.1,8.36,1
37,13702.043243181975,754983.323890242,7,63,2,retirement,ppf,8.9,7.64,0
28,34837.96106488428,50000.0,2,11,13,wealth,stocks,27.3,12.66,2
22,29445.724571427443,395744.40331856284,4,29,20,wealth,crypto,31.4,16.57,2
35,23112.667765503007,433514.0211601981,3,41,5,education,gold,15.3,8.26,1
64,9867.423502944699,1121752.2011929406,10,83,5,wealth,ppf,18.1,8.41,0
33,34441.02538993222,537832.8914148671,4,28,1,education,gold,12.6,7.73,1
35,37929.18132202864,155277.12107001495,1,15,16,vacation,stocks,32.9,13.24,2
35,17399.492020270984,672675.3027076679,3,14,2,wealth,etf,13.7,9.88,1
24,46932.97433849101,506020.0828995378,1,32,19,wealth,stocks,32.7,13.54,2
28,28303.99129710238,415623.5470472033,3,52,6,wealth,mutual,13.9,10.3,1
52,9594.717297958689,824548.8075642695,8,43,3,retirement,ppf,16.1,8.1,0
31,9687.51943530026,295284.8023186834,5,50,6,wealth,etf,12.7,10.24,1
23,34768.18034873797,61075.51047751875,4,12,8,wealth,stocks,19.6,11.78,2
51,53312.14389769123,921767.1110750119,21,73,5,wealth,real_estate,20.7,9.54,3
45,19151.679082721228,722287.356253789,5,50,2,wealth,fd,13.3,7.36,0
51,9351.46572671191,662334.721139318,13,51,1,retirement,bonds,12.6,8.23,0
34,58007.3533365028,1116878.9638395847,13,25,5,wealth,real_estate,21.0,9.55,3
53,45549.05484844618,801088.9392786102,10,60,4,retirement,stocks,20.4,11.42,3
50,22647.751597303068,926576.2262705854,5,60,4,retirement,bonds,16.6,8.73,0
39,30087.742005693905,323108.62420458166,4,25,7,wealth,etf,21.4,10.77,1
34,30356.84664080063,50000.0,3,18,16,wealth,etf,31.4,12.17,2
30,27294.19289906069,728708.3018241059,1,36,7,wealth,etf,17.2,10.56,1
40,45215.72994366399,1524802.432556443,14,113,4,retirement,mutual,11.2,9.96,3
24,46075.73078168517,143602.46309722008,2,3,11,wealth,crypto,25.9,15.4,2
27,17068.837651205136,87405.97670348665,4,23,19,wealth,crypto,30.7,16.44,2
57,11435.771086614179,1106771.129602892,11,91,4,retirement,fd,14.2,7.61,0
28,36535.56004641512,364941.09401919745,5,8,10,wealth,mutual,24.2,11.21,1
48,17148.09109566293,916573.5813592892,2,94,5,retirement,ppf,13.1,8.16,0
26,42522.524762348265,431382.08170611755,3,20,16,wealth,crypto,30.3,16.12,2
29,33443.92337565679,180008.19271562668,2,14,14,vacation,etf,28.3,11.82,2
36,39173.83138516837,1270994.7252877965,10,59,4,retirement,stocks,14.6,11.13,3
35,54083.15973878374,587721.5298874552,15,86,5,retirement,nps,14.7,8.24,3
18,58905.13288996944,287149.93099425384,0,20,14,vacation,etf,27.6,11.78,2
36,19866.66543895694,618421.3567964853,3,23,6,retirement,etf,18.2,10.51,1
47,21092.19135911712,443560.46794974525,5,35,9,education,mutual,24.0,11.1,1
44,11811.300078743421,389936.39047537366,10,73,2,retirement,fd,9.8,7.19,0
47,55776.175466649445,2127559.286517673,20,120,6,emergency,nps,16.3,8.42,3
33,30296.414678067784,315221.9915355295,3,31,10,retirement,etf,22.6,11.13,1
30,12232.848251407093,401254.63123688364,6,10,8,education,mutual,19.1,10.76,1
34,24393.028394519813,50000.0,5,25,7,wealth,gold,19.1,8.66,1
38,52224.20768532142,2914455.2390041067,17,120,10,emergency,real_estate,17.9,9.9,3
27,22898.80375362625,165382.07718459168,2,23,13,wealth,etf,24.3,11.52,2
28,23032.820504379015,200270.52595346211,0,19,17,wealth,crypto,29.8,16.19,2
27,13092.104052024704,114668.45372039465,3,3,20,education,crypto,33.4,16.67,2
39,51329.532321501865,567393.9820009017,4,41,6,emergency,real_estate,21.2,9.66,3
43,19115.85291980957,1156841.146677392,5,62,4,retirement,bonds,13.9,8.6,0
45,17848.83640116102,1186925.8262248237,11,69,6,retirement,ppf,16.0,8.4,0
43,23972.78931758894,737202.8968544402,12,88,2,wealth,bonds,9.5,8.18,0
30,52900.08630562169,523452.4447593948,3,14,22,education,crypto,40.6,17.23,2
44,11161.012174479358,1247217.8410549855,8,52,3,retirement,bonds,13.0,8.45,0
20,40147.615382582204,254990.93705207075,1,16,20,wealth,etf,33.4,12.67,2
41,40340.561402446794,1549212.567192186,5,120,3,retirement,real_estate,8.9,8.75,3
32,39007.58179611428,83659.04578435954,3,24,13,wealth,crypto,27.7,15.68,2
34,29618.908200853293,348539.9998764421,3,51,9,wealth,gold,19.6,8.88,1
28,26519.970751122317,59810.91576522932,1,14,8,wealth,stocks,19.9,11.8,2
33,24007.828900880024,816532.0644219595,3,42,5,retirement,gold,14.7,8.24,1
46,41348.902878073204,907885.4534039573,9,54,8,wealth,real_estate,23.2,9.96,3
40,49906.128270799614,1079800.7621557945,19,104,9,retirement,mutual,18.6,10.83,3
45,36198.82858904982,1292698.3282338807,4,96,4,wealth,real_estate,13.2,9.06,3
18,8597.140341726397,50000.0,5,9,13,retirement,etf,21.2,11.36,1
38,27491.857715784612,811613.0454064698,10,66,7,wealth,real_estate,16.6,9.53,3
25,25948.422408714287,271990.9611722418,2,5,18,vacation,stocks,31.8,13.39,2
54,12899.065914520714,437091.5771476677,7,73,5,retirement,fd,16.5,7.82,0
25,50943.75693853572,123845.88074154341,3,10,17,wealth,etf,33.3,12.36,2
52,15411.41994637712,617146.339352215,7,48,4,retirement,bonds,17.5,8.78,0
52,43155.46580048446,1463719.3259299984,8,31,6,retirement,mutual,25.1,10.86,3
26,51507.1635716505,372423.1046015553,3,11,21,wealth,stocks,38.3,14.02,2
51,49640.856636897304,529434.9836721446,24,120,7,emergency,stocks,17.9,11.6,3
65,22519.964942913444,969172.736015708,6,34,1,retirement,bonds,20.1,8.6,0
51,13805.259765667952,1422578.2617875796,5,44,5,retirement,bonds,18.6,8.93,0
43,50919.66125034999,1552756.6930301231,18,109,5,wealth,real_estate,14.4,9.22,3
43,5000.0,884357.4271908128,6,58,5,wealth,fd,13.7,7.68,0
25,22573.199460182925,545788.2389140901,7,29,6,education,etf,14.6,10.33,1
31,28476.021168730447,665611.3777973935,5,33,12,education,etf,24.0,11.4,1
42,12121.81086881113,967498.0737565167,12,68,5,wealth,bonds,13.3,8.66,0
37,21121.337395191964,387851.95434470125,0,17,14,vacation,crypto,28.8,15.84,2
35,27182.689401635827,154685.44384630915,1,33,18,wealth,crypto,32.2,16.41,2
34,23637.934025632756,50000.0,4,40,1,education,etf,10.4,9.62,1
29,16438.467496845347,454602.1434988771,5,49,11,wealth,gold,19.1,9.06,1
53,10708.211099093933,588496.4432724774,12,7,1,retirement,ppf,17.7,7.98,0
42,16631.031319499965,451234.12113885564,5,59,9,education,mutual,19.6,10.88,1
33,27359.77164567057,578982.111205365,6,14,1,retirement,mutual,13.1,9.75,1
44,58035.46913296259,1363813.1086642074,10,120,4,retirement,real_estate,13.3,9.07,3
56,8550.195501294731,979220.0209549575,14,35,1,wealth,bonds,15.6,8.38,0
31,27332.50941345578,276045.57434922445,8,39,6,wealth,etf,16.0,10.4,1
33,38577.82003510793,971091.5152049072,15,101,4,wealth,real_estate,9.4,8.87,3
37,22819.642229105528,262656.931399341,2,36,2,education,etf,12.8,9.84,1
48,20327.401875326756,743908.6091043662,5,37,1,retirement,ppf,14.4,7.82,0
31,29778.335024455588,50000.0,3,3,10,wealth,crypto,24.7,15.24,2
44,23289.27999805365,1169316.9799500436,10,40,7,wealth,mutual,20.5,10.73,3
27,36923.22628901092,168902.5855987633,2,18,17,wealth,crypto,31.3,16.26,2
42,17973.893977412266,50000.0,3,44,8,education,mutual,20.0,10.8,1
40,8524.60613968192,1010351.8226932695,4,30,4,wealth,bonds,14.9,8.64,0
43,62962.32810057262,1798381.6124902193,14,83,9,retirement,real_estate,23.3,10.07,3
26,7253.217919591349,479629.45302450744,4,56,6,education,gold,10.3,8.12,1
46,15854.32719063971,744413.7023366875,5,47,7,retirement,ppf,19.5,8.68,0
25,8840.58134275091,184297.45172708057,7,34,8,education,mutual,14.8,10.54,1
31,31582.26224667202,318039.7512412934,7,8,10,wealth,mutual,24.4,11.22,1
37,23496.54115551839,1365981.9642832768,11,44,7,emergency,mutual,18.0,10.6,3
24,24921.241530796935,144863.46800085367,6,19,6,wealth,mutual,15.6,10.38,1
54,25816.2736165273,724750.0950634858,8,37,6,retirement,ppf,22.9,8.74,0
40,22266.922385588507,207360.03009383858,9,73,7,wealth,ppf,15.9,8.5,0
43,52403.0594130565,2127493.678740328,8,84,3,wealth,stocks,14.7,11.04,3
55,15148.780697478725,896509.3418588041,8,29,4,retirement,ppf,20.3,8.42,0
30,53294.206173390834,127967.83488014009,1,10,18,wealth,crypto,36.3,16.62,2
40,48345.304544432445,1389113.1427157552,16,62,7,retirement,stocks,20.2,11.71,3
50,5975.589496677405,930897.1009022096,11,63,4,retirement,bonds,14.2,8.61,0
43,64469.102903026986,715993.5177053595,10,76,4,retirement,mutual,18.2,10.31,3
35,38080.53115622015,429891.2179326619,4,30,10,wealth,etf,24.3,11.22,1
35,16039.620620241023,269664.9755687169,5,52,4,wealth,mutual,12.1,10.01,1
40,18079.67803472132,895934.5802427611,3,32,3,retirement,ppf,14.7,8.04,0
53,8598.478006645528,998864.3806002238,8,94,5,wealth,fd,13.6,7.68,0
29,39794.89713109105,609382.3588976279,3,47,13,wealth,gold,24.6,9.53,1
24,9709.464866699967,537586.5944102856,2,24,6,education,gold,13.2,8.26,1
36,21206.57459916828,549030.1728569635,4,38,4,education,mutual,14.5,10.12,1
32,31559.402021081874,536644.6029577616,4,19,6,retirement,etf,18.8,10.54,1
21,21330.890911191324,740820.4156118236,2,42,9,education,mutual,15.6,10.68,1
47,48296.37125910215,906514.5069897684,10,90,5,retirement,real_estate,17.1,9.36,3
21,31838.91637856595,321253.93244985625,1,22,18,wealth,stocks,29.7,13.28,2
37,24202.658689631353,1249562.89623808,12,84,9,wealth,nps,16.5,8.73,3
34,27327.578914715883,245651.83708064354,8,25,6,wealth,mutual,18.3,10.52,1
62,17814.846183452853,605918.9666883278,7,53,2,wealth,fd,17.9,7.6,0
29,5000.0,346888.96164304443,1,17,14,wealth,stocks,24.4,12.62,2
