age,saving,net_worth,tenure,duration,freq,goal,inv_type,risk_score,roi,true_segment,kmeans_cluster,gmm_cluster,dbscan_cluster
21,37951.14702515967,1296197.7206359224,2,15,22,wealth,crypto,60.6,28.46,2,0,0,5
53,37770.21587581764,3617367.5111830775,11,98,4,retirement,mutual,32.3,15.03,3,1,1,8
41,21571.172360850356,2868180.8715778226,5,57,13,education,etf,45.1,18.11,1,2,2,3
63,11092.5684960074,6423385.387608247,16,83,2,retirement,gold,29.4,12.34,0,3,3,2
21,42714.535203575855,1319684.5779124931,2,11,15,wealth,stocks,47.9,20.79,2,0,0,11
65,10848.12208892818,5489418.77121985,12,74,2,retirement,fd,31.3,11.53,0,3,3,2
48,33148.4129716631,2569270.632271384,9,96,4,retirement,real_estate,29.0,14.7,3,1,1,7
19,27937.914844336792,1411182.5144470315,3,10,19,vacation,stocks,52.1,22.01,2,0,0,15
30,30225.12487092509,1029553.6663239072,0,15,18,wealth,crypto,55.5,27.15,2,0,0,5
28,19401.262195451232,2226704.152447063,9,49,8,education,stocks,29.0,17.5,1,2,2,12
53,42612.60167630738,3785649.493866923,14,98,5,retirement,mutual,35.2,15.52,3,1,1,8
22,28816.180888307837,817777.2256971594,2,17,26,wealth,stocks,67.1,24.91,2,0,0,11
21,31154.222224102483,1151914.7615464176,2,11,21,wealth,crypto,57.6,27.96,2,0,0,5
30,31168.86657238813,1341429.1282331345,1,15,19,wealth,crypto,57.7,27.57,2,0,0,5
59,9848.097952714954,5961389.477388477,11,80,1,retirement,fd,25.5,10.75,0,3,3,2
67,9361.892128666765,6579537.032477949,12,90,2,retirement,fd,30.4,11.44,0,3,3,2
32,33146.268344076816,1261876.594707161,1,12,20,wealth,crypto,61.4,28.14,2,0,0,5
47,19432.20013843469,2105555.397740009,9,48,10,education,mutual,42.6,17.26,1,2,2,1
37,23499.541956355813,1765485.9801791392,8,47,10,wealth,etf,38.5,16.85,1,2,2,9
46,19363.05716573852,2094616.8774459453,7,54,8,education,etf,37.5,16.35,1,2,2,3
40,28249.785328882917,1831197.641316368,8,56,13,education,mutual,46.0,18.2,1,2,2,1
37,23559.513150420866,2112633.362034334,8,46,8,education,etf,34.6,16.06,1,2,2,3
29,35826.63879397797,928452.7428847604,1,15,19,wealth,crypto,58.2,27.62,2,0,0,5
48,48856.83641192096,3031451.920543525,14,95,5,retirement,mutual,34.3,15.43,3,1,1,8
47,22719.14668413522,2427456.887836034,8,46,13,education,mutual,49.4,18.54,1,2,2,1
45,37362.226011827806,5254132.197508378,11,96,9,retirement,mutual,38.4,16.64,3,1,1,8
21,35223.01241397109,1400966.55152567,2,9,21,wealth,crypto,58.6,28.06,2,0,0,5
53,45424.87479451482,2779571.0129159475,10,99,5,retirement,real_estate,35.7,15.57,3,1,1,7
50,35501.44538148761,3666571.604109517,11,100,6,retirement,etf,34.1,15.61,3,1,1,10
72,8983.719604705379,5317087.922292281,17,70,2,retirement,fd,34.8,11.88,0,3,3,2
60,13550.621785219024,6427777.829510356,15,79,1,retirement,ppf,26.8,11.38,0,3,3,4
38,25121.56882695103,1368261.935171896,8,46,10,education,mutual,39.4,16.94,1,2,2,1
26,32599.37401996469,1449982.0277608936,1,13,22,wealth,crypto,62.2,28.62,2,0,0,5
40,25908.886922496196,2146927.7551396787,5,49,12,education,etf,44.3,17.83,1,2,2,3
45,39759.00297973383,3321435.733830847,12,106,7,retirement,real_estate,33.9,15.79,3,1,1,7
34,24075.35221551751,2159911.9670467405,8,47,11,education,etf,39.1,17.11,1,2,2,3
53,39105.5214137023,3659424.259161474,13,94,6,retirement,real_estate,36.9,15.89,3,1,1,7
37,24782.566841217897,1474935.775680289,7,45,12,education,etf,43.0,17.7,1,2,2,3
34,23177.437270237868,1765262.9281903256,6,49,10,wealth,etf,36.7,16.67,1,2,2,9
64,10879.002461240452,5851258.899563075,14,82,2,emergency,ppf,30.0,11.9,0,3,3,18
37,29271.69681174056,2316274.484010336,8,50,15,education,stocks,49.4,20.94,1,2,2,12
45,47833.46172149492,3045419.076745813,12,100,4,retirement,real_estate,30.1,14.81,3,1,1,7
41,26611.53944362521,2422823.6045426307,7,47,7,education,mutual,35.1,15.91,1,2,2,1
23,38787.74872782083,1230761.9042492644,2,12,22,wealth,crypto,62.1,28.61,2,0,0,5
55,40071.19949133702,2429483.1367815933,12,93,7,retirement,etf,40.2,16.42,3,1,1,10
38,29671.482669095974,2745103.874552113,8,52,11,education,mutual,41.7,17.37,1,2,2,1
47,39251.11996870684,3991374.653616835,14,108,6,retirement,real_estate,32.6,15.46,3,1,1,7
67,9836.954653796707,4891590.580322968,16,84,1,retirement,fd,29.1,11.11,0,3,3,2
43,34955.31842164641,3972682.395670302,10,93,5,retirement,etf,29.2,14.92,3,1,1,10
34,25650.158926368647,1571522.0568524057,7,49,9,education,mutual,35.2,16.32,1,2,2,1
63,12171.964232350065,6052876.89563574,16,88,2,retirement,gold,29.1,12.31,0,3,3,2
51,45045.07116193123,3125724.1447744826,11,86,6,retirement,real_estate,37.9,15.99,3,1,1,7
39,26615.50946991713,2702440.6358774137,9,42,10,education,etf,40.6,17.06,1,2,2,3
26,40725.812083151424,1525727.2011748117,1,11,20,wealth,crypto,60.0,28.0,2,0,0,5
47,37456.39689961697,3470075.780918854,11,102,5,retirement,real_estate,30.8,15.08,3,1,1,7
36,29905.02149719425,2777433.634951025,7,51,8,education,mutual,34.9,16.09,1,2,2,1
45,19038.069310820712,1858483.7075430744,8,45,14,education,mutual,49.8,18.78,1,2,2,1
44,27307.64583168715,1979320.8242499076,9,53,12,education,etf,46.2,18.02,1,2,2,3
26,25219.6583509374,1336490.1499655875,8,53,9,education,etf,30.7,15.87,1,2,2,3
70,10863.845089347882,6468957.768755328,15,80,1,retirement,fd,31.2,11.32,0,3,3,2
27,32008.26551248825,676188.2462078036,3,14,22,wealth,crypto,62.5,28.65,2,0,0,5
41,21531.617898546905,1882627.439074675,8,50,12,education,stocks,43.8,19.78,1,2,2,12
66,8011.301250782975,6088875.053134016,9,76,1,retirement,ppf,29.0,11.6,0,3,3,4
63,6307.624275523813,5751533.987441011,13,77,2,retirement,fd,29.1,11.31,0,3,3,2
68,7339.372748522021,5975955.746334613,12,73,2,retirement,fd,32.2,11.62,0,3,3,2
45,26298.918784130907,2129746.38969752,7,42,8,wealth,mutual,39.6,16.56,1,2,2,0
59,10230.052158294837,6078486.480484217,14,88,1,retirement,ppf,24.7,11.17,0,3,3,4
66,9215.97472016174,5886261.870023296,15,76,2,retirement,ppf,31.2,12.02,0,3,3,4
73,10687.57576309977,5882015.006394514,13,89,1,retirement,fd,31.7,11.37,0,3,3,2
63,38479.69935199496,3096492.642193974,13,101,6,retirement,etf,41.1,16.31,3,1,1,10
39,24538.306678043093,1840121.403665604,9,47,8,education,mutual,35.7,16.17,1,2,2,1
37,22500.5754300131,2300187.944774038,7,50,11,education,mutual,40.0,17.2,1,2,2,1
56,40041.027521800526,3808589.860719696,12,93,5,retirement,real_estate,36.7,15.67,3,1,1,7
69,10949.396465759906,6462135.069768915,16,77,2,retirement,fd,33.0,11.7,0,3,3,2
23,35573.59537213412,295599.6596786968,0,9,22,wealth,stocks,61.7,23.57,2,0,0,11
45,24371.080019742512,2243963.6490618577,7,52,8,education,etf,38.2,16.42,1,2,2,3
32,24353.29616974315,1835135.5419807143,6,52,8,education,mutual,31.7,15.77,1,2,2,1
47,36742.839380958285,3493707.5428336016,11,102,5,retirement,real_estate,30.6,15.06,3,1,1,7
72,11391.075515131555,5592312.185841939,16,73,1,emergency,fd,33.0,11.5,0,3,3,2
27,29633.111026574745,1393597.8371176291,0,13,25,wealth,stocks,68.1,24.81,2,0,0,11
23,30963.95907566056,875513.2362601561,3,8,18,wealth,crypto,52.9,26.89,2,0,0,5
46,20715.798471683665,1732361.2959449147,8,51,9,wealth,stocks,40.0,18.8,1,2,2,17
58,6803.751296232505,6072760.598884121,14,73,2,retirement,fd,27.1,11.11,0,3,3,2
63,9412.066104671636,7062385.701508481,16,87,3,retirement,fd,30.7,11.67,0,3,3,2
64,13214.691152039984,5232213.938396447,12,81,1,retirement,fd,28.5,11.05,0,3,3,2
48,17932.243225203034,1516890.0710302414,4,53,9,education,mutual,40.3,16.83,1,2,2,1
41,25694.94421483277,2030949.7131043333,9,44,10,education,mutual,41.2,17.12,1,2,2,1
38,21397.54300049488,1674750.3624614454,7,55,10,education,etf,37.8,16.78,1,2,2,3
51,41895.57937160606,2689942.2306592287,15,97,4,retirement,etf,32.2,15.02,3,1,1,10
42,21098.64931323426,1934546.5316570036,5,52,6,education,mutual,32.0,15.4,1,2,2,1
27,31492.261672501896,825655.1466784296,2,13,16,wealth,crypto,50.5,26.25,2,0,0,5
42,40566.54790072679,3539765.039649537,9,97,2,retirement,etf,23.4,13.74,3,1,1,10
22,35056.31919385834,975782.5185061172,2,8,19,wealth,crypto,55.2,27.32,2,0,0,5
65,9758.103702784438,6505731.517704178,16,77,2,retirement,ppf,30.8,11.98,0,3,3,4
51,32072.11773385211,2137031.729612803,12,96,5,retirement,real_estate,32.3,15.23,3,1,1,7
34,30420.576652439537,2376426.6205807724,10,57,9,education,mutual,35.4,16.34,1,2,2,1
21,31212.863745015216,922869.814656824,2,9,17,vacation,stocks,49.8,21.38,2,0,0,15
45,37526.37619362144,3577956.435232288,15,103,5,retirement,real_estate,29.7,14.97,3,1,1,7
44,27035.648963863157,2343349.292788851,6,46,12,education,mutual,46.8,18.08,1,2,2,1
39,23129.20935900208,2223742.1638861746,7,46,8,wealth,mutual,35.5,16.15,1,2,2,0
58,9941.474372630044,5058424.895970708,15,76,2,emergency,ppf,27.4,11.64,0,3,3,18
73,12234.797631804922,6948883.508372989,13,87,2,retirement,fd,34.2,11.82,0,3,3,2
21,36764.21645126258,921294.2337519944,1,14,19,vacation,crypto,54.5,27.25,2,0,0,6
52,42652.95365841763,5261579.955496062,15,98,7,retirement,mutual,38.7,16.27,3,1,1,8
34,21163.79243554223,2209917.030200529,6,41,10,education,mutual,37.1,16.71,1,2,2,1
24,45260.61623439877,975647.9169049626,1,9,23,wealth,crypto,66.2,29.22,2,0,0,5
57,9496.922227911007,5593798.82553129,13,71,2,retirement,ppf,27.3,11.63,0,3,3,4
45,44633.10942123925,2609345.2629626296,13,98,5,wealth,real_estate,31.6,15.16,3,1,1,13
37,29154.61328138213,1656369.0734538974,7,55,12,education,mutual,42.8,17.68,1,2,2,1
69,11768.0907927221,5839378.616941044,15,80,2,retirement,fd,32.9,11.69,0,3,3,2
38,24146.46908698233,1750075.5181856444,7,51,12,education,mutual,42.7,17.67,1,2,2,1
45,26321.48348849001,2670367.5150437504,8,48,8,education,stocks,39.0,18.5,1,2,2,12
58,11566.78101856519,6339473.493881117,16,84,2,retirement,fd,26.9,11.09,0,3,3,2
40,25084.96079103329,2396741.480203144,7,55,11,education,stocks,41.5,19.35,1,2,2,12
44,44461.917450494046,3991602.818237342,9,101,5,retirement,real_estate,30.8,15.08,3,1,1,7
41,32323.767535796014,2409954.5731063723,6,52,9,wealth,etf,39.8,16.78,1,2,2,9
27,25210.01943060136,1240750.3461080107,1,15,20,wealth,crypto,57.0,27.7,2,0,0,5
27,29889.58070377576,1452910.5457562937,2,16,18,wealth,stocks,53.9,21.99,2,0,0,11
36,21017.47752838771,2008010.935921612,6,52,8,education,mutual,33.0,15.9,1,2,2,1
26,33507.33504599143,1714583.4950246871,0,18,22,wealth,stocks,61.9,23.59,2,0,0,11
45,39719.673122772976,4481359.838061257,10,93,7,retirement,real_estate,35.1,15.91,3,1,1,7
22,35785.81351827254,642611.7682344955,0,13,24,vacation,crypto,64.9,29.29,2,0,0,6
47,26350.16401355544,1751362.3819317264,6,44,13,education,etf,50.4,18.64,1,2,2,3
31,22086.430392586022,1990120.942766003,6,44,12,education,mutual,39.5,17.35,1,2,2,1
62,11027.81569931783,5906551.920919008,8,81,1,retirement,ppf,27.1,11.41,0,3,3,4
43,48653.65039158672,3935490.054908563,11,95,7,retirement,etf,35.7,15.97,3,1,1,10
28,27900.7522032264,2112800.2170218043,7,50,11,wealth,mutual,36.6,16.86,1,2,2,0
43,43405.03674632906,4075705.9158566254,9,92,7,wealth,real_estate,35.0,15.9,3,1,1,13
25,32194.68759944735,1145345.271738922,0,12,17,wealth,crypto,51.7,26.57,2,0,0,5
72,6873.618382606686,6241938.32559402,13,80,2,retirement,fd,33.4,11.74,0,3,3,2
40,25241.08697788909,2371355.471654468,8,51,10,education,etf,39.9,16.99,1,2,2,3
63,10065.593990823172,6210773.041768281,16,75,1,retirement,fd,28.0,11.0,0,3,3,2
32,38739.20665078262,1171747.264135641,2,11,18,vacation,stocks,58.6,22.46,2,0,0,15
52,18023.73953758096,1946589.705819005,8,49,13,education,mutual,50.7,18.67,1,2,2,1
44,21345.471799578045,2204039.492482909,7,53,11,education,etf,43.0,17.5,1,2,2,3
66,10500.40041250339,7255778.275792211,13,84,2,retirement,fd,30.7,11.47,0,3,3,2
65,7815.374470654842,6183740.832737152,13,79,1,retirement,fd,28.2,11.02,0,3,3,2
37,24436.895182377888,1903840.6097246355,8,51,10,education,etf,38.3,16.83,1,2,2,3
36,29109.343305887134,1815773.588096177,8,44,9,education,etf,37.4,16.54,1,2,2,3
39,20747.080728317786,1787576.3318485296,10,56,9,wealth,mutual,36.0,16.4,1,2,2,0
24,33690.52523622499,948339.350626222,1,10,11,wealth,crypto,39.7,24.17,2,0,0,5
56,43655.745254496345,3768175.283941493,11,102,6,retirement,real_estate,38.5,16.05,3,1,1,7
47,45026.55477230984,4390593.104908811,10,102,8,wealth,mutual,38.3,16.43,3,1,1,16
39,26473.82206217885,2282782.003968217,6,42,10,education,etf,40.6,17.06,1,2,2,3
74,12214.161338573946,5587742.919236164,14,79,2,retirement,fd,35.5,11.95,0,3,3,2
70,8765.493626906155,6537159.006357781,13,85,2,retirement,fd,32.3,11.63,0,3,3,2
66,9395.060627023744,5898509.681302171,15,82,1,retirement,gold,28.7,12.07,0,3,3,2
50,20271.073009686264,2771707.998648513,9,55,9,education,mutual,41.6,16.96,1,2,2,1
46,24864.86656463454,2585374.261704398,9,51,13,education,mutual,48.9,18.49,1,2,2,1
72,10646.335428369564,5398399.572305428,12,85,2,retirement,fd,33.6,11.76,0,3,3,2
61,5654.660907971927,5735511.145967992,16,85,2,retirement,fd,27.1,11.11,0,3,3,2
69,9581.95348542795,6249932.061870186,15,79,1,retirement,fd,30.5,11.25,0,3,3,2
29,25052.286858874304,2173816.038901716,9,54,7,education,etf,28.1,15.21,1,2,2,3
50,29423.44602213477,1331211.0112829793,6,41,8,education,mutual,42.8,16.88,1,2,2,1
75,10449.369451503771,6993530.555849721,15,81,2,retirement,ppf,35.5,12.45,0,3,3,4
18,34184.849722333,1155664.2027116006,2,15,20,wealth,stocks,54.3,22.43,2,0,0,11
60,8267.650303570997,6291772.151505943,11,78,2,retirement,gold,27.9,12.19,0,3,3,2
38,48244.701391809656,3146581.472656315,9,100,6,retirement,real_estate,30.6,15.26,3,1,1,7
42,28822.19075054845,2328844.338913125,10,53,12,education,etf,45.5,17.95,1,2,2,3
53,41267.32458075383,3919366.948403591,13,103,3,retirement,mutual,30.5,14.65,3,1,1,8
43,24097.1941210896,2140969.165753726,12,51,8,education,etf,37.2,16.32,1,2,2,3
64,11276.102202881517,5770454.844890504,12,80,1,retirement,fd,28.3,11.03,0,3,3,2
53,38342.66029401193,3438472.201603122,13,99,6,retirement,real_estate,36.3,15.83,3,1,1,7
40,27161.917694071803,2319698.583006898,8,44,12,education,mutual,45.0,17.9,1,2,2,1
48,32268.223316293937,3636289.0625307695,10,104,7,wealth,real_estate,34.1,15.81,3,1,1,13
27,32200.07639918652,540345.2751755633,2,11,18,wealth,crypto,54.8,27.08,2,0,0,5
46,26444.52289297392,1699639.8536176728,8,53,12,education,mutual,47.0,18.1,1,2,2,1
56,36995.64363134588,3538969.030332231,9,95,5,retirement,real_estate,35.9,15.59,3,1,1,7
68,9016.727628735904,6277028.885557953,13,83,2,retirement,ppf,31.5,12.05,0,3,3,4
48,34543.19394711504,4737699.751354883,10,100,6,retirement,mutual,32.9,15.49,3,1,1,8
26,41209.131637506856,1025521.0256162182,0,8,22,wealth,crypto,64.4,28.84,2,0,0,5
50,41555.75592735651,4100769.158040076,10,101,4,retirement,real_estate,31.2,14.92,3,1,1,7
21,33173.3296403811,1153457.7016353663,2,12,17,wealth,stocks,49.9,21.39,2,0,0,11
47,41391.329911627865,3669398.99887449,11,96,5,retirement,etf,32.2,15.22,3,1,1,10
68,6994.059343209694,6665287.45201952,16,72,2,retirement,fd,32.2,11.62,0,3,3,2
26,32975.21009342953,1135044.9280179197,2,11,18,wealth,crypto,54.5,27.05,2,0,0,5
30,41117.32261476681,1164966.304570605,1,8,23,wealth,crypto,68.4,29.44,2,0,0,5
20,30652.304733997786,913078.8739442916,1,15,21,vacation,crypto,56.6,27.86,2,0,0,6
38,24418.015622300125,1749015.5334097194,9,50,10,wealth,etf,38.9,16.89,1,2,2,9
23,30653.15241729196,914509.1473635436,2,13,17,wealth,crypto,50.3,26.43,2,0,0,5
31,28759.174630731744,2112779.5495236204,6,56,10,education,etf,35.7,16.57,1,2,2,3
59,7864.394156841614,6046686.187138326,14,82,2,retirement,fd,26.9,11.09,0,3,3,2
41,26815.39904727685,2048308.1862205449,8,55,13,education,stocks,46.4,20.24,1,2,2,12
37,23524.700162031397,1736840.6045701036,11,52,7,education,mutual,32.0,15.6,1,2,2,1
26,30082.727916749984,1090897.2569997187,2,14,18,wealth,crypto,53.6,26.96,2,0,0,5
37,23211.02593272424,1825922.6671208828,9,50,9,education,etf,36.1,16.41,1,2,2,3
66,10952.71553871244,4923808.22769541,16,82,2,retirement,gold,31.0,12.5,0,3,3,2
67,13390.102080861509,5768419.318957301,13,76,2,retirement,fd,32.6,11.66,0,3,3,2
61,8754.701276531096,5794286.696441999,12,83,1,retirement,fd,26.0,10.8,0,3,3,2
26,33435.89472893778,1039026.0808785214,2,11,17,wealth,crypto,52.6,26.66,2,0,0,5
37,40396.53049552388,3229421.631179779,11,100,7,retirement,mutual,30.6,15.46,3,1,1,8
41,27127.343168899853,2546698.694677759,9,49,8,education,etf,37.0,16.3,1,2,2,3
36,19577.231052455627,1596815.1060345448,9,50,10,education,mutual,36.9,16.69,1,2,2,1
31,32577.29114897129,1018899.3356735638,2,11,24,wealth,crypto,68.9,29.69,2,0,0,5
21,29427.870793164693,1054480.0417387844,3,17,18,wealth,crypto,50.7,26.67,2,0,0,5
60,39581.42898917749,2710785.8345142705,10,101,4,retirement,real_estate,35.8,15.38,3,1,1,7
24,29847.557079729893,1356975.9148143,1,12,19,wealth,crypto,54.8,27.28,2,0,0,5
43,24755.63203666636,2347612.510212336,10,52,9,education,stocks,39.3,18.73,1,2,2,12
41,23692.42793505578,1796693.9415666717,8,51,10,education,etf,40.1,17.01,1,2,2,3
70,9332.36102048798,5815396.399776277,17,80,2,retirement,fd,32.9,11.69,0,3,3,2
46,35321.06820868206,3920635.009103736,13,93,7,retirement,etf,34.8,15.88,3,1,1,10
25,35682.30232590809,1293389.5038999764,1,11,28,wealth,stocks,74.5,26.05,2,0,0,11
61,12296.891418393509,6614490.251244531,12,87,1,retirement,fd,26.3,10.83,0,3,3,2
49,40423.01758660956,4161004.8071299777,14,93,7,wealth,real_estate,37.3,16.13,3,1,1,13
70,9113.43549761698,6228640.202307621,15,72,1,retirement,fd,31.6,11.36,0,3,3,2
26,30942.31350686566,1235228.6789117495,2,10,25,wealth,crypto,68.2,29.82,2,0,0,5
22,31813.89769935861,1089745.2918872335,1,13,20,wealth,crypto,56.1,27.61,2,0,0,5
46,27321.63152032847,1184621.3900471309,9,40,13,education,mutual,50.5,18.65,1,2,2,1
21,36532.78460483363,993789.6990649414,3,9,22,wealth,crypto,60.9,28.49,2,0,0,5
45,21073.947607032584,2290748.2094979743,7,47,10,education,mutual,42.0,17.2,1,2,2,1
20,39224.65617524015,903746.2316994708,1,6,21,wealth,stocks,59.2,23.12,2,0,0,11
65,11764.666124646816,6078346.864123262,15,80,1,retirement,ppf,28.9,11.59,0,3,3,4
45,20842.22000208926,1750907.767598501,9,44,5,education,etf,32.3,15.23,1,2,2,3
23,46994.93642200986,996235.3166151566,1,13,17,vacation,crypto,53.6,26.76,2,0,0,-1
28,33799.377599108935,1281069.7582912317,1,8,18,vacation,crypto,56.0,27.2,2,0,0,6
60,36097.13791734638,3918528.520927139,14,101,6,retirement,real_estate,39.1,16.11,3,1,1,7
19,33667.988112054765,1082823.7016644464,1,7,22,wealth,crypto,59.5,28.35,2,0,0,5
41,27157.982805488315,2054449.8536303376,7,41,10,education,mutual,41.8,17.18,1,2,2,1
45,41831.10467746202,3074705.141453663,13,91,7,retirement,real_estate,35.8,15.98,3,1,1,7
50,37893.74371898785,3588142.20374952,13,97,6,wealth,etf,34.9,15.69,3,1,1,14
39,27283.52211715492,2081661.548798411,9,39,10,education,stocks,41.1,19.11,1,2,2,12
22,36657.067599165566,985480.2848114264,0,15,20,wealth,stocks,56.8,22.68,2,0,0,11
39,30858.83366199852,2368421.25121917,6,55,10,education,etf,40.2,17.02,1,2,2,3
55,40536.387247613406,3173504.288977405,9,99,4,wealth,mutual,33.7,15.17,3,1,1,16
68,12721.317191677304,6440703.764461786,15,83,1,retirement,fd,30.2,11.22,0,3,3,2
32,27832.64452075544,1575103.8730626863,8,52,8,wealth,mutual,32.4,15.84,1,2,2,0
47,42226.70930790974,2556880.287021948,14,94,6,retirement,real_estate,34.5,15.65,3,1,1,7
51,40492.57504249438,4441619.567413176,13,101,5,wealth,real_estate,33.5,15.35,3,1,1,13
37,24650.534942106897,2030163.6515698663,4,46,10,education,mutual,38.8,16.88,1,2,2,1
60,8900.88572818284,6396587.844109339,16,78,1,retirement,fd,26.0,10.8,0,3,3,2
38,23496.46858914089,1572790.2496435288,6,57,11,education,etf,40.0,17.2,1,2,2,3
65,12375.358776923127,6736335.337875491,15,76,2,retirement,fd,31.4,11.54,0,3,3,2
41,21671.171896290907,1490714.890434641,9,54,5,education,mutual,29.4,14.94,1,2,2,1
62,16386.215135689723,5846095.764430558,14,72,1,retirement,fd,29.1,11.11,0,3,3,2
36,20933.37441650762,2454823.544018209,5,53,8,education,mutual,32.9,15.89,1,2,2,1
66,9254.333695816464,6842507.139354255,18,82,1,retirement,fd,28.7,11.07,0,3,3,2
60,35822.304754123645,3747502.156918484,11,96,3,retirement,real_estate,33.6,14.96,3,1,1,7
59,40975.33959669181,4241219.960275782,9,96,6,retirement,etf,40.1,16.21,3,1,1,10
46,42712.11720903119,3682026.685220066,12,106,3,retirement,mutual,26.9,14.29,3,1,1,8
64,12635.19507121592,5434965.330479821,14,85,2,retirement,fd,30.0,11.4,0,3,3,2
35,20346.92145405004,2683019.555728704,8,46,8,wealth,etf,33.0,15.9,1,2,2,9
69,8773.19467291812,5340376.402700616,17,79,2,emergency,fd,32.4,11.64,0,3,3,2
65,12078.223574840536,5517647.287124642,14,83,2,retirement,fd,30.6,11.46,0,3,3,2
56,8644.87069532869,6928851.1717688665,15,77,2,retirement,fd,26.0,11.0,0,3,3,2
27,29711.52823422504,1407039.9056474438,2,13,19,wealth,stocks,56.1,22.41,2,0,0,11
50,38681.60546299232,3123736.3352247374,11,108,6,retirement,real_estate,33.9,15.59,3,1,1,7
45,35691.506343731584,4744953.500894159,13,91,4,retirement,etf,28.5,14.65,3,1,1,10
24,36751.48857979742,1049975.9497467575,1,15,25,vacation,crypto,67.9,29.79,2,0,0,6
44,23331.506291734,2045054.672730256,6,48,10,education,mutual,41.9,17.19,1,2,2,1
62,13285.345906511928,5917184.294841184,14,71,1,retirement,ppf,28.6,11.56,0,3,3,4
65,7580.610514317785,6140318.202245068,17,81,2,retirement,fd,29.9,11.39,0,3,3,2
34,20647.261214217964,1634878.205359522,7,49,9,education,mutual,34.2,16.22,1,2,2,1
40,42720.160581855045,3552188.4622026547,11,95,7,retirement,mutual,33.0,15.7,3,1,1,8
21,31609.31220313986,1161937.22001133,3,12,20,wealth,stocks,55.6,22.56,2,0,0,11
53,44630.43199646236,3116627.089518337,11,111,6,retirement,etf,36.3,15.83,3,1,1,10
23,32447.74796273548,1177429.7797963205,1,4,19,wealth,crypto,55.6,27.36,2,0,0,5
41,31710.913231184888,2080413.401486628,8,54,12,wealth,mutual,45.4,17.94,1,2,2,0
40,22664.238859564863,2593303.5539426366,4,53,9,education,mutual,37.2,16.52,1,2,2,1
56,37233.30504768844,2359535.5229690108,12,110,7,retirement,etf,38.4,16.24,3,1,1,10
23,30783.578252017254,945654.7369806176,1,11,16,wealth,crypto,48.6,26.06,2,0,0,5
29,34035.61020404844,644952.4352872532,1,13,21,wealth,crypto,62.0,28.4,2,0,0,5
44,24415.63113615029,1828066.8707408584,9,58,9,education,mutual,39.1,16.71,1,2,2,1
68,13230.751378938883,6045876.242224187,14,79,2,retirement,gold,32.7,12.67,0,3,3,2
58,9840.717217508569,6384103.608315868,15,80,1,retirement,ppf,25.0,11.2,0,3,3,4
47,46131.376233584735,4328191.74474785,8,100,6,retirement,real_estate,34.7,15.67,3,1,1,7
24,30504.46891147118,1001188.6543363226,1,9,22,wealth,stocks,61.2,23.52,2,0,0,11
64,8846.979198546562,5687827.305143388,14,82,1,retirement,fd,27.6,10.96,0,3,3,2
27,40182.03032846984,1144987.148928707,1,10,26,wealth,crypto,72.5,30.0,2,0,0,5
53,39923.63421095526,3496234.956521227,12,96,7,retirement,real_estate,38.9,16.29,3,1,1,7
31,25623.760202151872,1768348.4651972495,11,47,12,wealth,mutual,39.9,17.39,1,2,2,0
40,30417.0066343488,2246557.716212144,7,46,9,education,mutual,39.5,16.75,1,2,2,1
24,38384.047753683066,1175928.550497705,1,10,24,vacation,stocks,66.7,24.47,2,0,0,15
24,39989.9868942731,841110.9661894892,1,9,18,wealth,crypto,55.1,27.11,2,0,0,5
35,27582.05626410589,1947527.938294064,7,51,12,education,mutual,41.9,17.59,1,2,2,1
56,36138.59447102559,4625546.433554739,12,96,5,retirement,mutual,35.6,15.56,3,1,1,8
48,20902.612215847166,1186257.6528462549,8,52,8,education,mutual,39.0,16.5,1,2,2,1
22,34885.377355858946,1038932.719698286,1,13,20,wealth,crypto,56.7,27.67,2,0,0,5
35,26043.020626735,1749957.0317225389,6,49,13,wealth,mutual,43.8,17.98,1,2,2,0
40,41420.60262896894,4136359.864733187,14,110,2,retirement,real_estate,21.3,13.53,3,1,1,-1
45,40095.70047994813,3780251.3685500086,11,111,7,retirement,etf,33.4,15.74,3,1,1,10
27,33296.920508898555,774509.118694214,2,14,17,wealth,crypto,52.8,26.68,2,0,0,5
40,25541.40442549362,1764096.3037331458,7,53,7,education,mutual,33.8,15.78,1,2,2,1
32,25718.400966341305,1832897.9500316733,6,51,12,education,etf,40.0,17.4,1,2,2,3
39,26101.599396326164,2013427.0592276023,11,44,12,education,mutual,44.3,17.83,1,2,2,1
61,8188.535398274762,6111144.927900427,17,80,1,retirement,fd,26.1,10.81,0,3,3,2
45,26102.08104744246,1394688.212336891,5,51,13,education,mutual,48.6,18.46,1,2,2,1
49,39590.13870600634,4127586.712614028,5,99,5,retirement,real_estate,32.5,15.25,3,1,1,7
59,11950.39525956486,6128876.270071375,15,79,1,retirement,fd,26.0,10.8,0,3,3,2
64,8929.343628092154,6611541.533547662,15,70,1,retirement,fd,28.8,11.08,0,3,3,2
47,37623.9542451012,2635101.5176977785,10,106,3,retirement,real_estate,26.4,14.24,3,1,1,7
50,42277.50285854556,3774259.276192873,10,94,4,retirement,etf,32.1,15.01,3,1,1,10
64,9270.09454091423,6130221.131666778,14,77,2,retirement,ppf,30.2,11.92,0,3,3,4
42,35848.32654491411,3330216.523779084,9,84,5,retirement,real_estate,29.8,14.98,3,1,1,7
